Date,Item_Sales,Avg_Price
2023-11-21,219,6.091552511415525
2023-11-22,187,6.075187165775401
2023-11-23,0,
2023-11-24,180,6.014944444444445
2023-11-25,200,5.9673
2023-11-26,225,5.914888888888888
2023-11-27,159,5.992327044025157
2023-11-28,172,6.006511627906976
2023-11-29,166,5.893674698795181
2023-11-30,188,5.981914893617021
2023-12-01,310,6.009612903225807
2023-12-02,264,5.965833333333333
2023-12-03,293,6.113856655290102
2023-12-04,195,6.122153846153846
2023-12-05,208,5.909519230769231
2023-12-06,179,5.841005586592178
2023-12-07,190,6.340684210526316
2023-12-08,239,6.042803347280334
2023-12-09,296,6.16652027027027
2023-12-10,270,6.071888888888889
2023-12-11,202,6.116881188118811
2023-12-12,213,6.072112676056338
2023-12-13,166,5.99066265060241
2023-12-14,234,5.914786324786324
2023-12-15,282,6.251347517730496
2023-12-16,259,6.195444015444015
2023-12-17,274,6.293065693430656
2023-12-18,165,5.945030303030303
2023-12-19,168,5.948214285714285
2023-12-20,205,6.072585365853658
2023-12-21,171,5.917076023391813
2023-12-22,196,5.995969387755102
2023-12-23,175,5.968228571428572
2023-12-24,38,6.159999999999999
2023-12-25,0,
2023-12-26,179,6.163743016759776
2023-12-27,76,5.537894736842105
2023-12-28,239,6.04560669456067
2023-12-29,252,5.986785714285714
2023-12-30,270,5.976740740740741
2023-12-31,253,6.175731225296443
2024-01-01,200,5.966749999999999
2024-01-02,187,5.934117647058824
2024-01-03,221,6.020180995475113
2024-01-04,210,5.92347619047619
2024-01-05,235,5.967489361702127
2024-01-06,252,6.081666666666666
2024-01-07,87,6.0794252873563215
2024-01-08,138,6.161159420289855
2024-01-09,200,6.10515
2024-01-10,176,6.153579545454545
2024-01-11,211,6.0370616113744076
2024-01-12,272,6.144117647058824
2024-01-13,307,6.484104234527687
2024-01-14,289,6.470484429065744
2024-01-15,244,6.011311475409836
2024-01-16,128,6.534296875
2024-01-17,175,6.164228571428572
2024-01-18,190,6.141736842105264
2024-01-19,244,6.025081967213115
2024-01-20,216,6.222824074074075
2024-01-21,259,6.28984555984556
2024-01-22,188,6.251010638297872
2024-01-23,176,6.260227272727272
2024-01-24,183,6.431256830601093
2024-01-25,233,6.136137339055794
2024-01-26,324,6.011481481481481
2024-01-27,308,6.264383116883117
2024-01-28,247,6.453157894736842
2024-01-29,163,5.9284662576687115
2024-01-30,190,5.997263157894737
2024-01-31,244,5.915450819672132
2024-02-01,269,5.99360594795539
2024-02-02,328,5.79030487804878
2024-02-03,306,6.036797385620915
2024-02-04,334,6.109610778443114
2024-02-05,212,6.035047169811321
2024-02-06,212,6.062169811320755
2024-02-07,215,6.011255813953489
2024-02-08,243,5.980164609053499
2024-02-09,297,5.722929292929293
2024-02-10,324,6.106172839506173
2024-02-11,264,6.37469696969697
2024-02-12,185,5.912378378378378
2024-02-13,145,6.467931034482759
2024-02-14,192,6.0834375
2024-02-15,201,5.804278606965174
2024-02-16,248,5.864959677419355
2024-02-17,296,6.196182432432432
2024-02-18,388,6.282706185567011
2024-02-19,273,6.001941391941392
2024-02-20,256,6.0419140625
2024-02-21,253,6.035691699604743
2024-02-22,255,5.9365098039215685
2024-02-23,289,6.086678200692042
2024-02-24,293,6.253412969283277
2024-02-25,323,6.30969040247678
2024-02-26,240,5.937666666666667
2024-02-27,284,5.935422535211268
2024-02-28,240,6.080208333333333
2024-02-29,271,6.1931365313653135
2024-03-01,357,6.057871148459383
2024-03-02,352,6.09596590909091
2024-03-03,440,6.1880227272727275
2024-03-04,241,6.097883817427386
2024-03-05,217,6.059539170506913
2024-03-06,234,5.707948717948718
2024-03-07,232,5.92521551724138
2024-03-08,349,6.108882521489972
2024-03-09,321,6.245171339563863
2024-03-10,429,6.202890442890443
2024-03-11,206,6.06626213592233
2024-03-12,279,5.93978494623656
2024-03-13,319,5.8747648902821314
2024-03-14,360,5.9515
2024-03-15,337,6.048397626112759
2024-03-16,415,6.083204819277109
2024-03-17,435,6.023080459770115
2024-03-18,232,6.062758620689655
2024-03-19,260,6.180807692307693
2024-03-20,270,6.085481481481481
2024-03-21,291,6.15127147766323
2024-03-22,329,5.941246200607903
2024-03-23,314,6.143662420382166
2024-03-24,407,6.140982800982801
2024-03-25,256,5.8884375
2024-03-26,275,5.987236363636364
2024-03-27,301,5.9354485049833885
2024-03-28,307,6.217394136807818
2024-03-29,320,5.996406250000001
2024-03-30,364,6.083928571428572
2024-03-31,304,6.260657894736842
2024-04-01,298,5.443288590604027
2024-04-02,290,5.82151724137931
2024-04-03,278,5.8134172661870505
2024-04-04,370,5.992945945945945
2024-04-05,397,5.780151133501259
2024-04-06,472,5.866652542372881
2024-04-07,509,5.984400785854617
2024-04-08,382,5.563167539267016
2024-04-09,382,5.795968586387435
2024-04-10,386,5.791865284974093
2024-04-11,347,5.912074927953891
