Date,Item_Sales,Avg_Price,Max_Temp,Min_Temp,Avg_Temp,Precipitation,Store_Hours
2022-08-02,265.0,5.411509433962264,85.0,66.0,74.5,0.0,12.0
2022-08-03,343.0,5.446967930029154,84.0,68.0,75.2,0.0,12.0
2022-08-04,451.0,5.495277161862528,91.0,67.0,79.5,0.0,12.0
2022-08-05,346.0,5.6028612716763,88.0,73.0,78.4,0.0,12.5
2022-08-06,476.0,5.557163865546219,92.0,71.0,81.1,0.07,12.5
2022-08-07,354.0,5.43045197740113,91.0,74.0,79.5,0.0,12.0
2022-08-08,318.0,5.393490566037737,91.0,73.0,80.2,0.4,12.0
2022-08-09,351.0,5.316951566951567,90.0,68.0,80.5,0.02,12.0
2022-08-10,279.0,5.346702508960574,80.0,65.0,69.9,0.0,12.0
2022-08-11,270.0,5.406444444444444,80.0,64.0,68.9,0.0,12.0
2022-08-12,352.0,5.25315340909091,78.0,63.0,69.6,0.0,12.5
2022-08-13,352.0,5.4598011363636365,74.0,58.0,65.6,0.0,12.5
2022-08-14,446.0,5.4252466367713,78.0,58.0,68.6,0.0,12.0
2022-08-15,299.0,5.432307692307692,81.0,62.0,71.1,0.0,12.0
2022-08-16,291.0,5.49192439862543,78.0,60.0,69.1,0.0,12.0
2022-08-17,249.0,5.452690763052209,76.0,63.0,67.1,0.0,12.0
2022-08-18,253.0,5.576877470355732,79.0,59.0,68.5,0.06,12.0
2022-08-19,354.0,5.409830508474576,86.0,62.0,74.0,0.0,12.5
2022-08-20,416.0,5.436538461538461,88.0,66.0,75.5,0.0,12.5
2022-08-21,455.0,5.569076923076922,83.0,62.0,69.2,0.01,12.0
2022-08-22,277.0,5.449819494584837,70.0,62.0,66.2,0.0,12.0
2022-08-23,280.0,5.527214285714286,73.0,65.0,68.1,0.58,12.0
2022-08-24,353.0,5.442861189801699,82.0,64.0,69.6,0.92,12.0
2022-08-25,366.0,5.5848633879781415,86.0,69.0,76.4,0.0,12.0
2022-08-26,330.0,5.523848484848485,84.0,68.0,71.9,0.0,12.5
2022-08-27,368.0,5.53758152173913,79.0,64.0,71.1,0.51,12.5
2022-08-28,420.0,5.514357142857143,77.0,64.0,68.9,0.0,12.0
2022-08-29,279.0,5.55584229390681,83.0,64.0,71.1,0.0,12.0
2022-08-30,347.0,5.340576368876081,85.0,69.0,74.7,0.0,12.0
2022-08-31,324.0,5.439166666666667,78.0,64.0,70.4,0.24,12.0
2022-09-01,324.0,5.552777777777778,72.0,59.0,66.2,0.0,12.0
2022-09-02,379.0,5.609472295514513,73.0,51.0,62.5,0.0,12.5
2022-09-03,397.0,5.597153652392947,75.0,56.0,65.5,0.0,12.5
2022-09-04,457.0,5.760065645514223,82.0,60.0,71.3,0.0,12.0
2022-09-05,208.0,5.415288461538462,70.0,61.0,64.2,0.0,12.0
2022-09-06,197.0,5.515989847715736,62.0,58.0,60.2,2.16,12.0
2022-09-07,251.0,5.613266932270917,67.0,57.0,61.2,1.46,12.0
2022-09-08,158.0,5.369430379746835,72.0,57.0,62.5,0.0,12.0
2022-09-09,311.0,5.5023151125401935,77.0,57.0,66.3,0.0,12.5
2022-09-10,334.0,5.655868263473054,80.0,64.0,72.0,0.0,12.5
2022-09-11,358.0,5.6988547486033525,72.0,64.0,67.8,0.0,12.0
2022-09-12,256.0,5.582734375,75.0,63.0,67.5,0.02,12.0
2022-09-13,215.0,5.413348837209303,73.0,65.0,68.0,0.03,12.0
2022-09-14,263.0,5.63787072243346,73.0,56.0,64.0,0.27,12.0
2022-09-15,264.0,5.497007575757576,66.0,53.0,59.3,0.0,12.0
2022-09-16,253.0,5.4525296442687745,68.0,50.0,58.3,0.0,12.5
2022-09-17,428.0,5.594205607476636,67.0,51.0,58.3,0.0,12.5
2022-09-18,365.0,5.632493150684932,78.0,57.0,67.5,0.0,12.0
2022-09-19,235.0,5.60331914893617,67.0,59.0,61.7,0.14,12.0
2022-09-20,237.0,5.60253164556962,64.0,57.0,60.3,0.61,12.0
2022-09-21,284.0,5.589683098591549,67.0,55.0,58.7,0.2,12.0
2022-09-22,276.0,5.661159420289855,66.0,51.0,62.2,0.0,12.0
2022-09-23,292.0,5.706301369863014,56.0,44.0,49.4,1.02,12.5
2022-09-24,329.0,5.721945288753799,64.0,42.0,52.4,0.0,12.5
2022-09-25,377.0,5.642201591511936,64.0,48.0,57.3,0.0,12.0
2022-09-26,214.0,5.588738317757009,68.0,56.0,59.8,0.04,12.0
2022-09-27,248.0,5.658185483870968,68.0,52.0,58.4,0.19,12.0
2022-09-28,245.0,5.58461224489796,65.0,50.0,57.7,0.0,12.0
2022-09-29,223.0,5.493094170403587,61.0,49.0,54.2,0.0,12.0
2022-09-30,279.0,5.7575985663082445,58.0,44.0,51.1,0.0,12.5
2022-10-01,354.0,5.6986158192090395,54.0,49.0,51.7,0.0,12.5
2022-10-02,278.0,5.938920863309352,53.0,44.0,49.0,0.02,12.0
2022-10-03,201.0,5.452537313432836,50.0,43.0,46.8,0.0,12.0
2022-10-04,200.0,5.63535,53.0,45.0,49.1,0.0,12.0
2022-10-05,213.0,5.793004694835681,57.0,50.0,53.6,0.91,12.0
2022-10-06,267.0,5.365505617977528,72.0,52.0,60.7,0.33,12.0
2022-10-07,332.0,5.6150301204819275,72.0,51.0,61.8,0.0,12.5
2022-10-08,304.0,5.637598684210526,54.0,41.0,47.4,0.0,12.5
2022-10-09,357.0,5.837198879551821,57.0,34.0,46.5,0.0,12.0
2022-10-10,226.0,5.695929203539823,61.0,45.0,51.1,0.0,12.0
2022-10-11,202.0,5.740940594059406,62.0,43.0,52.8,0.02,12.0
2022-10-12,302.0,5.430099337748345,68.0,51.0,58.8,0.0,12.0
2022-10-13,258.0,5.865736434108528,63.0,53.0,58.8,0.04,12.0
2022-10-14,284.0,5.766197183098592,63.0,51.0,59.1,1.17,12.5
2022-10-15,348.0,5.722931034482759,66.0,48.0,55.7,0.06,12.5
2022-10-16,339.0,5.694837758112095,65.0,47.0,55.0,0.0,12.0
2022-10-17,175.0,5.710457142857143,54.0,49.0,52.0,0.0,12.0
2022-10-18,175.0,5.5842857142857145,57.0,42.0,52.3,0.66,12.0
2022-10-19,223.0,5.756995515695067,51.0,37.0,43.3,0.17,12.0
2022-10-20,234.0,5.750854700854701,53.0,35.0,44.3,0.0,12.0
2022-10-21,249.0,5.592690763052208,60.0,39.0,48.3,0.0,12.5
2022-10-22,272.0,5.5932352941176475,65.0,42.0,53.2,0.0,12.5
2022-10-23,304.0,5.707269736842105,58.0,48.0,52.2,0.0,12.0
2022-10-24,206.0,5.749174757281553,56.0,49.0,52.8,0.07,12.0
2022-10-25,217.0,5.696820276497696,63.0,56.0,60.3,0.07,12.0
2022-10-26,246.0,5.77260162601626,66.0,60.0,62.1,0.3,12.0
2022-10-27,230.0,5.65808695652174,62.0,44.0,57.0,0.62,12.0
2022-10-28,251.0,5.590358565737052,51.0,38.0,43.2,0.0,12.5
2022-10-29,272.0,5.534080882352941,58.0,38.0,47.8,0.0,12.5
2022-10-30,352.0,5.846363636363637,67.0,45.0,54.3,0.0,12.0
2022-10-31,170.0,5.621764705882353,65.0,45.0,55.2,0.0,12.0
2022-11-01,169.0,5.614970414201184,38.0,31.0,35.0,0.86,12.0
2022-11-02,181.0,5.493701657458564,43.0,27.0,35.4,0.0,12.0
2022-11-03,223.0,5.49067264573991,55.0,38.0,49.4,0.0,12.0
2022-11-04,303.0,5.763762376237624,39.0,30.0,34.7,0.47,12.5
2022-11-05,342.0,5.672748538011696,46.0,28.0,37.0,0.0,12.5
2022-11-06,304.0,5.634572368421053,53.0,39.0,46.3,0.0,12.0
2022-11-07,167.0,5.689221556886228,57.0,48.0,54.3,0.89,12.0
2022-11-08,192.0,5.551041666666666,54.0,34.0,45.7,0.38,12.0
2022-11-09,197.0,5.783096446700507,46.0,32.0,37.0,0.0,12.0
2022-11-10,287.0,5.588188153310105,34.0,28.0,30.3,0.0,12.0
2022-11-11,304.0,6.029703947368421,29.0,22.0,24.3,0.0,12.5
2022-11-12,340.0,5.602529411764706,34.0,21.0,25.3,0.18,12.5
2022-11-13,281.0,5.9143772241992885,37.0,21.0,28.5,0.0,12.0
2022-11-14,187.0,5.741283422459894,34.0,20.0,27.8,0.0,12.0
2022-11-15,148.0,5.61081081081081,39.0,33.0,35.8,0.0,12.0
2022-11-16,154.0,5.614025974025974,41.0,34.0,38.3,0.62,12.0
2022-11-17,205.0,5.824000000000001,40.0,32.0,35.1,1.06,12.0
2022-11-18,232.0,5.504137931034483,36.0,28.0,31.3,0.0,12.5
2022-11-19,260.0,5.72973076923077,36.0,27.0,30.7,0.0,12.5
2022-11-20,304.0,5.672072368421053,36.0,26.0,30.0,0.0,12.0
2022-11-21,189.0,5.572328042328043,37.0,22.0,29.3,0.0,12.0
2022-11-22,222.0,5.688288288288288,42.0,29.0,34.8,0.0,12.0
2022-11-23,170.0,5.667588235294118,56.0,12.0,42.8,1.61,12.0
2022-11-24,0.0,,14.0,5.0,9.3,0.52,
2022-11-25,229.0,5.584410480349344,24.0,9.0,16.0,0.0,12.5
2022-11-26,194.0,5.633711340206186,29.0,15.0,21.9,0.0,12.5
2022-11-27,236.0,5.762627118644068,32.0,23.0,26.0,0.0,12.0
2022-11-28,172.0,5.668837209302326,40.0,20.0,31.9,0.0,12.0
2022-11-29,146.0,5.802260273972602,52.0,35.0,40.5,0.0,12.0
2022-11-30,213.0,5.633286384976526,62.0,39.0,49.8,0.0,12.0
2022-12-01,220.0,5.868545454545454,38.0,31.0,35.0,0.86,12.0
2022-12-02,254.0,5.637204724409449,43.0,27.0,35.4,0.0,12.5
2022-12-03,323.0,5.765263157894737,55.0,38.0,49.4,0.0,12.5
2022-12-04,316.0,5.773481012658228,39.0,30.0,34.7,0.47,12.0
2022-12-05,189.0,5.815820105820106,46.0,28.0,37.0,0.0,12.0
2022-12-06,184.0,5.572336956521739,53.0,39.0,46.3,0.0,12.0
2022-12-07,234.0,5.7208547008547015,57.0,48.0,54.3,0.89,12.0
2022-12-08,206.0,5.7513592233009705,54.0,34.0,45.7,0.38,12.0
2022-12-09,253.0,5.611185770750988,46.0,32.0,37.0,0.0,12.5
2022-12-10,270.0,5.55674074074074,34.0,28.0,30.3,0.0,12.5
2022-12-11,175.0,5.638742857142857,29.0,22.0,24.3,0.0,12.0
2022-12-12,109.0,5.728623853211009,34.0,21.0,25.3,0.18,12.0
2022-12-13,0.0,,37.0,21.0,28.5,0.0,
2022-12-14,194.0,5.638092783505154,34.0,20.0,27.8,0.0,12.0
2022-12-15,193.0,5.848652849740932,39.0,33.0,35.8,0.0,12.0
2022-12-16,271.0,5.535424354243543,41.0,34.0,38.3,0.62,12.5
2022-12-17,228.0,5.545,40.0,32.0,35.1,1.06,12.5
2022-12-18,254.0,5.875669291338583,36.0,28.0,31.3,0.0,12.0
