Date,Max_Temp,Avg_Temp,Min_Temp,Precipitation
2024-05-07,76,67,59,0
2024-05-08,61,56.2,52,0
2024-05-09,64,55.4,48,0.67
2024-05-10,57,49.8,45,0
2024-05-11,55,48.6,42,0
2024-05-12,57,50.4,42,0
2024-05-13,68,57.8,48,0.02
2024-05-14,77,63.8,51,0
2024-05-15,68,61.5,57,0.01
2024-05-16,64,56.5,53,0.99
2024-05-17,70,58.6,52,0.31
2024-05-18,56,54,53,0
2024-05-19,62,55.1,53,2.01
2024-05-20,72,59.3,52,0
2024-05-21,85,70,56,0
2024-05-22,86,74,64,0
2024-05-23,77,68,62,0.2
2024-05-24,80,70.2,58,1.53
2024-05-25,77,66,52,0
2024-05-26,80,70.3,61,0
2024-05-27,71,65.8,60,0
2024-05-28,77,68.4,61,0.66
2024-05-29,73,65.2,57,0
2024-05-30,62,54.7,50,0.65
2024-05-31,74,64.1,54,0.36
2024-06-01,79,68,55,0
2024-06-02,80,68.5,53,0
2024-06-03,82,73,64,0
2024-06-04,77,67.7,58,0
2024-06-05,82,69.8,60,0
2024-06-06,73,68.3,66,0
2024-06-07,81,68.1,59,0.06
2024-06-08,69,62.2,54,0.01
2024-06-09,66,59.1,54,0
2024-06-10,70,61.7,53,0.18
2024-06-11,70,61.8,53,0
2024-06-12,76,66.8,58,0
2024-06-13,81,69.3,55,0
2024-06-14,80,69.4,62,0
2024-06-15,74,66.7,59,0.52
2024-06-16,72,63,55,0
2024-06-17,79,68.3,56,0
2024-06-18,90,77.7,65,0
2024-06-19,90,78.7,69,0
2024-06-20,90,78.3,69,0
2024-06-21,85,72.2,64,0.1
2024-06-22,69,64.5,61,0.56
2024-06-23,86,69.5,61,0.33
2024-06-24,76,70.1,62,0.01
2024-06-25,84,73.6,62,0.01
2024-06-26,85,74.5,66,0
2024-06-27,79,68.9,61,0.56
2024-06-28,72,63.5,54,0
2024-06-29,72,65.4,59,0.01
2024-06-30,85,74.5,68,0.03
2024-07-01,77,70,63,0.06
2024-07-02,81,72.2,65,0
2024-07-03,80,71.3,61,0
2024-07-04,79,70.8,63,0
2024-07-05,81,73.9,70,0.19
2024-07-06,82,75.3,72,0.08
2024-07-07,88,79.8,72,0.12
2024-07-08,88,80.5,72,0.01
2024-07-09,87,78.7,72,0
2024-07-10,87,77.3,73,0.02
2024-07-11,88,78.3,72,0.02
2024-07-12,83,76.6,67,0
2024-07-13,82,75.6,73,0.22
2024-07-14,86,77.8,71,0.04
2024-07-15,87,76.6,69,0.18
2024-07-16,89,78.2,70,0.04
2024-07-17,87,75.6,69,0.02
2024-07-18,83,73.8,68,0.41
2024-07-19,79,70.4,62,0
2024-07-20,81,72.8,64,0
2024-07-21,82,74.5,67,0
2024-07-22,81,74.2,66,0
2024-07-23,73,70.3,68,0.1
2024-07-24,70,67.7,66,0.06
2024-07-25,79,71.5,65,0.01
2024-07-26,80,70.6,59,0
2024-07-27,83,73.6,65,0
2024-07-28,81,73,63,0
2024-07-29,69,65.5,63,0.52
2024-07-30,85,73.3,68,0.2
2024-07-31,82,75.7,72,0
2024-08-01,88,77.7,71,0.3
2024-08-02,89,77.1,71,0
2024-08-03,85,77.1,74,0.99
2024-08-04,80,73.3,70,0.01
2024-08-05,86,74.9,68,0.19
2024-08-06,74,66.6,62,0.21
2024-08-07,68,60.8,57,0.59
2024-08-08,70,62.4,58,0
2024-08-09,81,70.6,62,0.14
2024-08-10,81,74.6,68,0.53
2024-08-11,78,69.6,62,0
2024-08-12,73,65,55,0
2024-08-13,76,67.6,59,0
2024-08-14,81,72.5,64,0
2024-08-15,81,69.9,63,0
2024-08-16,72,64.2,60,0.23
2024-08-17,76,68,65,0
2024-08-18,70,65.2,63,0.41
2024-08-19,77,69,66,0.32
2024-08-20,66,61,56,0.35
2024-08-21,69,60.4,53,0
2024-08-22,70,60.9,52,0
2024-08-23,76,66.9,56,0
2024-08-24,78,69.9,60,0
2024-08-25,79,71,61,0
2024-08-26,77,69.8,63,0
2024-08-27,81,71.7,64,0.01
2024-08-28,84,74.7,67,0
2024-08-29,72,65.2,59,0
2024-08-30,72,63.5,56,0
2024-08-31,74,66.3,59,0
2024-09-01,81,72,68,0
2024-09-02,74,67.3,57,0
2024-09-03,69,60.5,52,0
2024-09-04,77,66.7,56,0
2024-09-05,75,65.9,56,0
2024-09-06,73,61.6,57,0
2024-09-07,71,61.8,55,0
2024-09-08,64,55.8,50,0.03
2024-09-09,71,60.3,51,0
2024-09-10,73,62.8,54,0
2024-09-11,75,64.8,54,0
2024-09-12,78,66.7,58,0
2024-09-13,82,69.9,60,0
2024-09-14,82,72.1,64,0
2024-09-15,77,64.9,59,0
2024-09-16,80,66.9,57,0
2024-09-17,81,69.3,59,0
2024-09-18,78,69.3,62,0
2024-09-19,77,68.6,63,0
2024-09-20,65,62,59,0.03
2024-09-21,59,56.6,55,0.09
2024-09-22,63,56.8,54,0.35
2024-09-23,61,56,51,0
2024-09-24,62,55.2,50,0
2024-09-25,61,56.9,54,0
2024-09-26,67,61,55,0.01
2024-09-27,74,66,60,0.41
2024-09-28,71,61.6,58,0
2024-09-29,62,58,53,0
2024-09-30,71,62.5,54,0
2024-10-01,65,56.8,53,0
2024-10-02,64,56.1,52,0
2024-10-03,71,59.1,52,0
2024-10-04,71,59.9,53,0
2024-10-05,70,60.8,54,0
2024-10-06,68,57.5,47,0
2024-10-07,66,56.1,52,0
2024-10-08,61,52.9,47,0.37
2024-10-09,60,52.1,45,0
2024-10-10,55,47.9,42,0
2024-10-11,64,52.7,42,0
2024-10-12,67,59,51,0
2024-10-13,48,44.1,41,0
2024-10-14,55,46,40,0.19
2024-10-15,49,42.5,37,0.11
2024-10-16,54,44.2,38,0
2024-10-17,55,47.3,38,0
2024-10-18,64,53.8,47,0
2024-10-19,70,59,47,0
2024-10-20,72,60.4,47,0
2024-10-21,79,67.5,59,0
2024-10-22,79,68.3,57,0
2024-10-23,75,63.9,55,0
2024-10-24,66,59.5,48,0
2024-10-25,60,50.4,42,0
2024-10-26,61,51.7,42,0
2024-10-27,51,43.5,37,0
2024-10-28,50,42.5,37,0
2024-10-29,52,44.8,38,0
2024-10-30,71,55.4,48,0.08
2024-10-31,77,66.3,57,0
2024-11-01,76,64.7,51,0
2024-11-02,53,48.4,40,0
2024-11-03,50,41,34,0
2024-11-04,49,44.3,35,0
2024-11-05,73,60.5,50,0
2024-11-06,77,68.2,62,0
2024-11-07,65,57.5,44,0
2024-11-08,60,49.4,39,0
2024-11-09,49,42.5,38,0.02
2024-11-10,56,45.8,31,0
2024-11-11,63,56.4,50,0.16
2024-11-12,53,44.1,34,0
2024-11-13,44,36.4,30,0
2024-11-14,44,37,30,0
2024-11-15,55,45,32,0
2024-11-16,59,49.3,43,0
2024-11-17,62,51.5,44,0
2024-11-18,59,51.2,46,0
2024-11-19,54,47,42,0
2024-11-20,54,45.2,39,0
2024-11-21,45,43.5,42,0.03
2024-11-22,47,42.6,39,1.38
2024-11-23,45,41.3,39,0.44
2024-11-24,45,41.6,37,0.22
2024-11-25,47,39.5,34,0
2024-11-26,41,38.3,36,0
2024-11-27,45,37.9,31,0.12
2024-11-28,41,38.3,36,0.01
2024-11-29,42,35.7,32,0.48
2024-11-30,36,30.6,27,0
2024-12-01,33,27.4,22,0
2024-12-02,36,28.7,23,0
2024-12-03,33,27.6,22,0
2024-12-04,35,30.8,21,0
2024-12-05,36,33.4,31,0.46
2024-12-06,31,25.5,20,0.26
2024-12-07,33,26.9,18,0
2024-12-08,44,34.2,28,0.07
2024-12-09,44,38.7,33,0
2024-12-10,36,32.4,30,0.39
2024-12-11,61,46.3,33,0.25
2024-12-12,41,33.7,24,1.74
2024-12-13,28,23.7,18,0
2024-12-14,31,23.7,16,0
2024-12-15,32,26.5,18,0
2024-12-16,46,36.6,30,0
2024-12-17,55,49.6,39,0.51
2024-12-18,47,40.6,33,0
2024-12-19,39,35.4,29,0.44
2024-12-20,28,26.2,24,0
2024-12-21,25,21.6,13,0.09
2024-12-22,17,10.4,6,0
2024-12-23,23,16,5,0
2024-12-24,32,26.9,22,0
2024-12-25,33,26.4,23,0.04
2024-12-26,37,28,23,0
2024-12-27,40,31.4,22,0
2024-12-28,46,42.5,34,0.01
2024-12-29,54,46.1,40,0.03
2024-12-30,55,51.6,42,0.45
2024-12-31,50,41.4,36,0.28
2025-01-01,43,39.7,35,0.78
2025-01-02,38,33.9,30,0.04
2025-01-03,34,29.9,25,0
2025-01-04,28,24.6,21,0
2025-01-05,30,25.7,19,0
2025-01-06,22,17.7,13,0
2025-01-07,24,17.8,12,0
2025-01-08,24,19.1,15,0.01
2025-01-09,25,20,15,0
2025-01-10,39,28.7,21,0
2025-01-11,30,26.2,22,0.02
2025-01-12,35,27.2,23,0.12
2025-01-13,36,30.8,26,0
2025-01-14,28,24.3,20,0
2025-01-15,25,20.3,17,0
2025-01-16,27,21.4,13,0
2025-01-17,33,25.4,18,0
2025-01-18,39,35.8,26,0
2025-01-19,40,33.9,24,0.16
2025-01-20,22,16.1,8,0.29
2025-01-21,14,10.1,5,0
2025-01-22,18,11.2,6,0
2025-01-23,26,17.7,10,0
2025-01-24,29,20.4,15,0
2025-01-25,26,19.8,12,0
2025-01-26,35,29.7,22,0
2025-01-27,35,28.2,20,0
2025-01-28,33,27.9,20,0
2025-01-29,42,29.3,19,0.05
2025-01-30,24,20,16,0.02
2025-01-31,40,35.1,23,0
2025-02-01,32,26,11,0.56
2025-02-02,24,19.1,5,0.03
2025-02-03,41,30.3,23,0.18
2025-02-04,41,33.4,20,0.01
2025-02-05,26,19.1,15,0
2025-02-06,33,25.1,16,0
2025-02-07,36,30.8,20,0.32
2025-02-08,30,25,17,0
2025-02-09,30,25.1,22,0.46
2025-02-10,31,24.6,19,0.05
2025-02-11,29,22.5,15,0
2025-02-12,29,26.2,21,0
2025-02-13,37,32.1,28,0.39
2025-02-14,30,25.5,19,0.24
2025-02-15,26,21.9,17,0
2025-02-16,33,27.9,22,0.98
2025-02-17,25,20.8,15,0.91
2025-02-18,20,16.4,12,0
2025-02-19,26,18.9,13,0
2025-02-20,28,21.1,11,0
2025-02-21,31,22.8,17,0
2025-02-22,32,22.8,13,0
2025-02-23,38,30.9,25,0
2025-02-24,41,34.9,28,0
2025-02-25,48,39.9,34,0
2025-02-26,45,39.1,32,0
2025-02-27,43,37.2,31,0.08
2025-02-28,38,35.1,32,0.15
2025-03-01,49,34,18,0
2025-03-02,21,15.7,11,0.01
2025-03-03,28,18,7,0
2025-03-04,44,34.1,21,0
2025-03-05,51,46.9,38,0
2025-03-06,53,46.7,28,1.37
2025-03-07,35,29.7,23,0
2025-03-08,34,29.2,24,0
2025-03-09,26,25.5,25,0
2025-03-10,56,44.5,32,0
2025-03-11,60,48,37,0
2025-03-12,48,38.1,29,0
2025-03-13,45,34.3,30,0.02
2025-03-14,56,39.5,30,0
2025-03-15,61,42.9,35,0
2025-03-16,63,51.4,43,0.02
2025-03-17,58,50.6,36,1.12
2025-03-18,50,40.4,31,0.15
2025-03-19,60,44.7,36,0
2025-03-20,61,44.1,37,0.01
2025-03-21,45,40.5,35,0.1
2025-03-22,57,42.7,30,0
2025-03-23,39,30.7,24,0.04
2025-03-24,36,33.6,31,0
2025-03-25,46,39.5,34,0.77
2025-03-26,45,37.5,31,0
2025-03-27,44,35.2,26,0
2025-03-28,55,45.4,32,0
2025-03-29,47,33.2,29,0.04
2025-03-30,37,33,30,0.13
2025-03-31,57,50.3,36,0.01
2025-04-01,56,45,34,0.85
2025-04-02,44,34.4,27,0
2025-04-03,62,46.1,32,0.55
2025-04-04,62,57.6,48,0.13
2025-04-05,46,39.3,36,0
2025-04-06,50,40.8,36,0.63
2025-04-07,43,34.9,33,0.06
2025-04-08,36,32.3,25,0.08
2025-04-09,41,31.2,24,0.02
2025-04-10,48,38.4,29,0
2025-04-11,41,33.8,31,0.19
2025-04-12,33,31.6,30,0.75
2025-04-13,45,37,33,0.05
2025-04-14,64,51.2,39,0
2025-04-15,63,51.7,44,0
2025-04-16,44,39.1,36,0.09
2025-04-17,54,43.9,35,0
2025-04-18,64,51.3,36,0
2025-04-19,80,66.5,54,0
2025-04-20,64,54.2,46,0.09
2025-04-21,58,47.2,39,0
2025-04-22,71,53.9,43,0.35
2025-04-23,67,56.5,47,0
2025-04-24,74,58.9,46,0
2025-04-25,76,64.7,54,0
2025-04-26,62,58.3,47,0.4
2025-04-27,51,45.8,41,0.27
2025-04-28,71,58.8,46,0
2025-04-29,75,63.8,51,0
2025-04-30,67,60.6,53,0
2025-05-01,71,56,43,0
2025-05-02,77,57.4,48,0.16
2025-05-03,81,65.3,58,0
2025-05-04,71,60.4,53,0.22
2025-05-05,54,51.2,47,0.99
2025-05-06,59,53.4,48,0.67
2025-05-07,69,59,52,0.24
2025-05-08,71,60.6,54,0
2025-05-09,54,48.5,44,0.53
2025-05-10,61,49.6,44,1.13
2025-05-11,64,57,50,0.19
2025-05-12,71,59.4,47,0
2025-05-13,72,61.9,53,0
2025-05-14,72,60,50,0
2025-05-15,65,61.5,58,0.8
2025-05-16,76,66.2,61,0.31
2025-05-17,76,64.6,60,0
2025-05-18,62,57.8,52,0.14
2025-05-19,57,50.5,45,0.02
2025-05-20,56,48.5,43,0
2025-05-21,46,43.8,42,0.02
2025-05-22,43,42.1,41,0.06
2025-05-23,52,45.7,41,2.08
2025-05-24,56,50.5,46,0.13
2025-05-25,57,49.7,45,0.09
2025-05-26,68,57.5,46,0
2025-05-27,73,63.8,52,0
2025-05-28,73,55.8,0,0
2025-05-29,63,47.1,0,0
2025-05-30,70,62.9,57,0
2025-05-31,61,57,46,0.5
2025-06-01,59,49.9,46,0.22
2025-06-02,66,55.8,45,0
2025-06-03,74,63.3,50,0
2025-06-04,80,68.6,58,0
2025-06-05,89,77,64,0
2025-06-06,81,72.6,65,0
2025-06-07,68,64.3,58,0.11
2025-06-08,70,62.6,57,0.07
2025-06-09,61,57.2,55,0.02
2025-06-10,64,58.5,54,0.01
2025-06-11,76,67.2,55,0.07
2025-06-12,81,72,63,0
2025-06-13,73,64.6,58,0
2025-06-14,58,55.9,53,0
2025-06-15,66,58.5,52,0.04
2025-06-16,73,63.3,54,0
2025-06-17,65,62.1,58,0.04
2025-06-18,73,66.3,62,0.33
2025-06-19,87,72.9,67,0
2025-06-20,76,69.7,65,0
2025-06-21,82,71.5,60,0
2025-06-22,87,76.5,68,0.08
2025-06-23,92,81.8,72,0
2025-06-24,95,85.2,76,0
2025-06-25,88,82,74,0
2025-06-26,75,64.7,59,0
2025-06-27,72,64.1,58,0
2025-06-28,72,63.3,57,0.01
2025-06-29,80,71.3,65,0.03
2025-06-30,84,83,81,0
